sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1326,26,"Carry_s3star_Sivir, Carry_g3star_Malphite, g3star_Shen, Carry_g3star_Ziggs, Carry_Braum, Janna, Ryze, JarvanIV",3.31,15.4%,76.9%
178,20,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_g3star_Ziggs, Carry_K'Sante, Janna, Rakan, Ryze",3.35,15.0%,65.0%
410,127,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_s3star_Ziggs, Carry_JarvanIV, Janna, Ryze, Twisted_Fate",3.35,18.1%,75.6%
1640,7,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_s3star_Shen, Janna, Carry_s3star_Ziggs, JarvanIV, Carry_Zyra, Ryze",3.43,14.3%,71.4%
2122,7,"Carry_g3star_Sivir, Carry_s3star_Malphite, Carry_s3star_Rakan, s3star_Shen, Carry_s3star_Ziggs, Janna, JarvanIV, Kennen",3.43,14.3%,85.7%
554,39,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_g3star_Ziggs, Carry_Ryze, Janna, JarvanIV, Twisted_Fate",3.44,15.4%,69.2%
484,19,"Carry_g3star_Sivir, Carry_s3star_Malphite, s3star_Shen, Carry_s3star_Ziggs, Carry_K'Sante, Janna, JarvanIV, Twisted_Fate",3.58,15.8%,73.7%
709,5,"Carry_g3star_Sivir, Carry_g3star_Malphite, g3star_Shen, Janna, Carry_Ziggs, Ryze, Carry_JarvanIV, Carry_Braum",3.60,20.0%,80.0%
2021,12,"Carry_g3star_Sivir, g3star_Malphite, Carry_g3star_Shen, Carry_g3star_Ziggs, Carry_Twisted_Fate, Janna, Ryze, JarvanIV",3.92,0.0%,75.0%
2170,6,"Carry_s3star_Malphite, s3star_Shen, Carry_g3star_Ziggs, Carry_K'Sante, g3star_Sivir, Janna, Rakan, Twisted_Fate",4.00,16.7%,66.7%
2210,8,"Carry_s3star_Gnar, Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, s3star_Ziggs, Janna, JarvanIV, Twisted_Fate",4.12,0.0%,50.0%
1742,6,"Carry_s3star_Sivir, Carry_s3star_Malphite, Carry_g3star_Shen, Carry_Braum, Janna, s3star_Ziggs, Ryze, JarvanIV",4.17,0.0%,66.7%
1817,5,"Carry_g3star_Sivir, g3star_Malphite, Carry_g3star_Shen, Janna, Carry_g3star_Ziggs, Carry_Ryze, JarvanIV, Twisted_Fate",4.20,20.0%,60.0%
1613,11,"g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_g3star_Ziggs, Carry_Ryze, Janna, JarvanIV, Twisted_Fate",4.36,0.0%,54.5%
12,727,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_s3star_Ziggs, Janna, JarvanIV, Ryze, Twisted_Fate",4.45,10.9%,52.3%
1705,15,"s3star_Malphite, Carry_g3star_Shen, Carry_s3star_Ziggs, Carry_Twisted_Fate, g3star_Sivir, Janna, Ryze, JarvanIV",4.47,13.3%,46.7%
832,14,"Carry_g3star_Sivir, Carry_g3star_Malphite, s3star_Shen, Carry_s3star_Ziggs, Carry_Varus, Janna, JarvanIV, Braum",4.50,7.1%,57.1%
1668,6,"Carry_g3star_Sivir, Carry_g3star_Malphite, s3star_Shen, Janna, Carry_g3star_Ziggs, Carry_Yone, JarvanIV, Twisted_Fate",4.50,0.0%,66.7%
1960,6,"g3star_Sivir, Carry_s3star_Malphite, Carry_s3star_Shen, Janna, Carry_s3star_Ziggs, Carry_K'Sante, Rakan, Ryze",4.50,0.0%,66.7%
343,12,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Janna, Ziggs, Carry_Ryze, JarvanIV, Braum",4.58,0.0%,50.0%
80,10,"Carry_g3star_Sivir, Carry_g3star_Malphite, g3star_Shen, Janna, Carry_s3star_Ziggs, Carry_Ekko, JarvanIV, Ryze",4.60,0.0%,40.0%
1164,5,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_Swain, Carry_s3star_Ziggs, Janna, Ryze, s3star_Kennen",4.60,40.0%,40.0%
291,10,"Carry_g3star_Sivir, Carry_g3star_Shen, Ziggs, Carry_Twisted_Fate, s3star_Malphite, Janna, JarvanIV, Braum",4.80,10.0%,40.0%
229,13,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Ziggs, Carry_JarvanIV, Janna, Ryze, Braum",5.08,0.0%,38.5%
1123,40,"Carry_g3star_Sivir, Carry_g3star_Malphite, s3star_Shen, Carry_s3star_Ziggs, Carry_Ryze, Janna, JarvanIV, Twisted_Fate",5.10,2.5%,40.0%
2011,16,"Carry_s3star_Gnar, Carry_g3star_Sivir, Carry_g3star_Malphite, g3star_Shen, Carry_s3star_Ziggs, Janna, JarvanIV, Ryze",5.12,6.2%,43.8%
2155,7,"Carry_g3star_Sivir, Carry_g3star_Malphite, s3star_Shen, Carry_Braum, Janna, s3star_Ziggs, JarvanIV, Twisted_Fate",5.14,0.0%,57.1%
1185,5,"Carry_s3star_Kennen, Carry_g3star_Sivir, Carry_s3star_Malphite, Carry_s3star_Ziggs, s3star_Shen, Janna, Rakan, s3star_Gnar",5.40,0.0%,40.0%
124,23,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_s3star_Shen, Carry_s3star_Janna, Ziggs, JarvanIV, Ryze, Twisted_Fate",5.65,0.0%,21.7%
1515,13,"Carry_g3star_Sivir, Carry_g3star_Malphite, Janna, Ziggs, Carry_Ryze, g3star_Shen, JarvanIV, Twisted_Fate",5.85,0.0%,23.1%
25,857,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_s3star_Ziggs, s3star_Shen, Janna, JarvanIV, Ryze, Twisted_Fate",5.99,2.6%,17.6%
1966,7,"Carry_g3star_Sivir, Carry_g3star_Malphite, s3star_Shen, Janna, s3star_Ziggs, Carry_Ekko, Ryze, Twisted_Fate",6.14,0.0%,14.3%
1795,10,"Carry_s3star_Gnar, Carry_g3star_Sivir, Carry_g3star_Malphite, s3star_Shen, Ziggs, Janna, JarvanIV, K'Sante",6.20,0.0%,20.0%
44,130,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_s3star_Shen, Ziggs, Janna, JarvanIV, Ryze, Twisted_Fate",6.24,3.9%,13.1%
862,67,"Carry_s3star_Sivir, s3star_Malphite, Carry_g3star_Shen, Carry_s3star_Ziggs, Janna, JarvanIV, Ryze, Twisted_Fate",6.25,0.0%,17.9%
1674,7,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_K'Sante, Ziggs, s3star_Shen, Janna, JarvanIV, Rakan",6.29,0.0%,14.3%
1155,6,"Carry_s3star_Sivir, Carry_s3star_Malphite, Carry_Zyra, g3star_Shen, Janna, Ziggs, Ryze, JarvanIV",6.33,0.0%,0.0%
1538,11,"g3star_Sivir, Carry_g3star_Malphite, g3star_Shen, Carry_s3star_Ziggs, Carry_Ekko, Janna, JarvanIV, Ryze",6.36,0.0%,18.2%
1824,8,"s3star_Sivir, Carry_s3star_Malphite, s3star_Shen, Carry_s3star_Ziggs, Carry_Ryze, JarvanIV, Janna, Twisted_Fate",6.38,0.0%,12.5%
1447,24,"Carry_s3star_Sivir, Malphite, Carry_s3star_Shen, Ziggs, Janna, Ryze, Gnar, JarvanIV",7.00,0.0%,12.5%
86,204,"Carry_g3star_Sivir, Carry_s3star_Malphite, s3star_Shen, Ziggs, Janna, JarvanIV, Ryze, Twisted_Fate",7.21,0.5%,2.0%
1441,20,"Carry_g3star_Sivir, s3star_Malphite, s3star_Shen, Carry_Ziggs, Janna, JarvanIV, Ryze, Gnar",7.65,0.0%,0.0%
