sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
36,1263,"Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Ezreal, Rakan, Garen, Syndra",3.81,10.3%,66.2%
2178,6,"Carry_Leona, Carry_Ryze, Carry_Yuumi, Carry_JarvanIV, Ezreal, Rakan, Janna, Garen",3.83,16.7%,66.7%
423,10,"Ezreal, Garen, Carry_Jayce, Carry_Leona, Carry_Ryze, Carry_Yuumi, Katarina, Rakan",3.90,10.0%,70.0%
1436,8,"Ezreal, Carry_Rakan, Carry_Leona, Carry_Ryze, Carry_Yuumi, Garen, Katarina, Jayce",4.00,12.5%,62.5%
1652,12,"Carry_s3star_Syndra, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Rakan, Ezreal, Malzahar, Garen",4.25,0.0%,58.3%
901,9,"Carry_Garen, Carry_Leona, Carry_Ryze, Carry_Yuumi, Ezreal, Katarina, Jayce, Rakan",4.56,22.2%,33.3%
2088,7,"Carry_Caitlyn, Carry_Leona, Carry_Yuumi, Carry_Braum, Ezreal, Garen, Rakan, Jayce",4.71,0.0%,42.9%
1482,18,"Carry_s3star_Syndra, Carry_Leona, Carry_Yuumi, Garen, Ezreal, Malzahar, Seraphine, Rakan",4.78,5.6%,50.0%
238,186,"Carry_K'Sante, Carry_Leona, Carry_Yuumi, Ezreal, Garen, Rakan, Malzahar, Syndra",4.91,2.7%,41.4%
1069,22,"Carry_Leona, Carry_Yuumi, Carry_Braum, Ezreal, Garen, Syndra, Rakan, Seraphine",4.91,0.0%,27.3%
888,14,"Ezreal, Carry_Syndra, Carry_Malzahar, K'Sante, Carry_Leona, Carry_Yuumi, Garen, Rakan",5.00,0.0%,42.9%
1088,6,"Ezreal, Garen, Rakan, Carry_Malzahar, K'Sante, Carry_Leona, Carry_Yuumi, Carry_Ekko",5.00,0.0%,50.0%
2173,9,"Carry_Leona, Carry_Yuumi, Carry_Gwen, Ezreal, Garen, Rakan, Malzahar, Syndra",5.00,0.0%,33.3%
712,20,"Carry_Leona, Carry_Yuumi, Carry_Zyra, Rakan, Garen, Ezreal, Malzahar, Seraphine",5.20,5.0%,30.0%
1492,23,"Carry_Leona, Carry_Ryze, Carry_Yuumi, Garen, Ezreal, Rakan, Katarina, Jayce",5.43,4.3%,34.8%
807,8,"Ezreal, Garen, Rakan, Carry_Leona, Carry_Yuumi, Carry_Ekko, Syndra, Malzahar",5.50,0.0%,12.5%
1488,10,"Garen, Caitlyn, Carry_Jinx, Carry_Leona, Carry_Yuumi, Ezreal, Jayce, Rakan",5.80,0.0%,20.0%
2091,5,"Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Gwen, Syndra, Garen, Malzahar, Ezreal",5.80,0.0%,40.0%
45,210,"Carry_Leona, Carry_Yuumi, Ezreal, Garen, Rakan, Malzahar, Syndra, Seraphine",6.60,0.5%,12.9%
660,8,"Ezreal, Carry_Syndra, Carry_Malzahar, Carry_Leona, Garen, Rakan, K'Sante, Yuumi",7.62,0.0%,0.0%
